Day;Date;Channel;"Rosewood Sand Hill";"Garden Court Hotel";"Nobu Hotel Epiphany Palo Alto";"Stanford Park Hotel";"Westin Palo Alto";"Pullman San Francisco Bay";los1;﻿Day;Date;Channel;"Rosewood Sand Hill";"Garden Court Hotel";"Nobu Hotel Epiphany Palo Alto";"Stanford Park Hotel";"Westin Palo Alto";"Pullman San Francisco Bay";los3
Thu;5/9/2019;Brand.com;685;519;"Sold out";484;"No data";350;1;Thu;5/9/2019;Booking.com;585;436;"Sold out";336;291;185;3
Thu;5/9/2019;Booking.com;685;649;"Sold out";509;458;269;1;Thu;5/9/2019;Brand.com;685;"No data";"Sold out";311;"No data";207;3
Thu;5/9/2019;Booking.com;685;649;"Sold out";509;458;269;1;Thu;5/9/2019;Booking.com;585;436;"Sold out";336;291;185;3
Thu;5/9/2019;Expedia;685;629;"Sold out";509;589;269;1;Thu;5/9/2019;Brand.com;685;"No data";"Sold out";311;"No data";207;3
Thu;5/9/2019;Expedia;685;629;"Sold out";509;589;269;1;Thu;5/9/2019;Booking.com;585;436;"Sold out";336;291;185;3
Thu;5/9/2019;GDS;685;649;"Sold out";509;458;350;1;Thu;5/9/2019;Brand.com;685;"No data";"Sold out";311;"No data";207;3
Thu;5/9/2019;GDS;685;649;"Sold out";509;458;350;1;Thu;5/9/2019;Booking.com;585;436;"Sold out";336;291;185;3
Fri;5/10/2019;Brand.com;505;247;309;224;"No data";143;1;Fri;5/10/2019;Brand.com;655;"No data";389;287;"No data";155;3
Fri;5/10/2019;Brand.com;505;247;309;224;"No data";143;1;Fri;5/10/2019;Booking.com;575;382;609;312;280;155;3
Fri;5/10/2019;Booking.com;505;309;999;249;195;143;1;Fri;5/10/2019;Brand.com;655;"No data";389;287;"No data";155;3
Fri;5/10/2019;Booking.com;505;309;999;249;195;143;1;Fri;5/10/2019;Booking.com;575;382;609;312;280;155;3
Fri;5/10/2019;Expedia;505;309;999;249;195;143;1;Fri;5/10/2019;Brand.com;655;"No data";389;287;"No data";155;3
Fri;5/10/2019;Expedia;505;309;999;249;195;143;1;Fri;5/10/2019;Booking.com;575;382;609;312;280;155;3
Fri;5/10/2019;GDS;505;309;309;249;195;143;1;Fri;5/10/2019;Brand.com;655;"No data";389;287;"No data";155;3
Fri;5/10/2019;GDS;505;309;309;249;195;143;1;Fri;5/10/2019;Booking.com;575;382;609;312;280;155;3
Sat;5/11/2019;Brand.com;565;247;309;224;"No data";143;1;Sat;5/11/2019;Brand.com;685;"No data";536;404;"No data";249;3
Sat;5/11/2019;Brand.com;565;247;309;224;"No data";143;1;Sat;5/11/2019;Booking.com;635;522;609;429;400;256;3
Sat;5/11/2019;Booking.com;565;309;329;249;220;143;1;Sat;5/11/2019;Brand.com;685;"No data";536;404;"No data";249;3
Sat;5/11/2019;Booking.com;565;309;329;249;220;143;1;Sat;5/11/2019;Booking.com;635;522;609;429;400;256;3
Sat;5/11/2019;Expedia;565;309;329;249;220;143;1;Sat;5/11/2019;Brand.com;685;"No data";536;404;"No data";249;3
Sat;5/11/2019;Expedia;565;309;329;249;220;143;1;Sat;5/11/2019;Booking.com;635;522;609;429;400;256;3
Sat;5/11/2019;GDS;565;309;309;249;220;143;1;Sat;5/11/2019;Brand.com;685;"No data";536;404;"No data";249;3
Sat;5/11/2019;GDS;565;309;309;249;220;143;1;Sat;5/11/2019;Booking.com;635;522;609;429;400;256;3
Sun;5/12/2019;Brand.com;655;423;549;414;"No data";206;1;Sun;5/12/2019;Brand.com;715;"No data";716;531;"No data";352;3
Sun;5/12/2019;Brand.com;655;423;549;414;"No data";206;1;Sun;5/12/2019;Booking.com;705;709;832;556;566;362;3
Sun;5/12/2019;Booking.com;655;529;499;439;450;206;1;Sun;5/12/2019;Brand.com;715;"No data";716;531;"No data";352;3
Sun;5/12/2019;Booking.com;655;529;499;439;450;206;1;Sun;5/12/2019;Booking.com;705;709;832;556;566;362;3
Sun;5/12/2019;Expedia;655;529;499;439;424;206;1;Sun;5/12/2019;Brand.com;715;"No data";716;531;"No data";352;3
Sun;5/12/2019;Expedia;655;529;499;439;424;206;1;Sun;5/12/2019;Booking.com;705;709;832;556;566;362;3
Sun;5/12/2019;GDS;655;529;549;439;424;206;1;Sun;5/12/2019;Brand.com;715;"No data";716;531;"No data";352;3
Sun;5/12/2019;GDS;655;529;549;439;424;206;1;Sun;5/12/2019;Booking.com;705;709;832;556;566;362;3
Mon;5/13/2019;Brand.com;685;583;749;574;"No data";398;1;Mon;5/13/2019;Brand.com;745;"No data";832;594;"No data";425;3
Mon;5/13/2019;Brand.com;685;583;749;574;"No data";398;1;Mon;5/13/2019;Booking.com;765;822;999;619;782;432;3
Mon;5/13/2019;Booking.com;685;729;999;599;855;398;1;Mon;5/13/2019;Brand.com;745;"No data";832;594;"No data";425;3
Mon;5/13/2019;Booking.com;685;729;999;599;855;398;1;Mon;5/13/2019;Booking.com;765;822;999;619;782;432;3
Mon;5/13/2019;Expedia;685;729;999;599;855;398;1;Mon;5/13/2019;Brand.com;745;"No data";832;594;"No data";425;3
Mon;5/13/2019;Expedia;685;729;999;599;855;398;1;Mon;5/13/2019;Booking.com;765;822;999;619;782;432;3
Mon;5/13/2019;GDS;685;729;749;599;557;398;1;Mon;5/13/2019;Brand.com;745;"No data";832;594;"No data";425;3
Mon;5/13/2019;GDS;685;729;749;599;557;398;1;Mon;5/13/2019;Booking.com;765;822;999;619;782;432;3
Tue;5/14/2019;Brand.com;745;695;LOS3;604;"No data";439;1;Tue;5/14/2019;Brand.com;775;"No data";816;564;"No data";397;3
Tue;5/14/2019;Brand.com;745;695;LOS3;604;"No data";439;1;Tue;5/14/2019;Booking.com;765;789;932;589;629;402;3
Tue;5/14/2019;Booking.com;775;869;LOS3;629;815;439;1;Tue;5/14/2019;Brand.com;775;"No data";816;564;"No data";397;3
Tue;5/14/2019;Booking.com;775;869;LOS3;629;815;439;1;Tue;5/14/2019;Booking.com;765;789;932;589;629;402;3
Tue;5/14/2019;Expedia;745;869;"Sold out";629;815;439;1;Tue;5/14/2019;Brand.com;775;"No data";816;564;"No data";397;3
Tue;5/14/2019;Expedia;745;869;"Sold out";629;815;439;1;Tue;5/14/2019;Booking.com;765;789;932;589;629;402;3
Tue;5/14/2019;GDS;745;869;"Sold out";629;642;439;1;Tue;5/14/2019;Brand.com;775;"No data";816;564;"No data";397;3
Tue;5/14/2019;GDS;745;869;"Sold out";629;642;439;1;Tue;5/14/2019;Booking.com;765;789;932;589;629;402;3
Wed;5/15/2019;Brand.com;865;695;LOS3;604;"No data";439;1;Wed;5/15/2019;Brand.com;745;"No data";616;437;"No data";301;3
Wed;5/15/2019;Brand.com;865;695;LOS3;604;"No data";439;1;Wed;5/15/2019;Booking.com;662;602;932;462;488;309;3
Wed;5/15/2019;Booking.com;835;869;LOS3;629;785;439;1;Wed;5/15/2019;Brand.com;745;"No data";616;437;"No data";301;3
Wed;5/15/2019;Booking.com;835;869;LOS3;629;785;439;1;Wed;5/15/2019;Booking.com;662;602;932;462;488;309;3
Wed;5/15/2019;Expedia;865;869;"Sold out";629;805;439;1;Wed;5/15/2019;Brand.com;745;"No data";616;437;"No data";301;3
Wed;5/15/2019;Expedia;865;869;"Sold out";629;805;439;1;Wed;5/15/2019;Booking.com;662;602;932;462;488;309;3
Wed;5/15/2019;GDS;865;869;"Sold out";629;642;439;1;Wed;5/15/2019;Brand.com;745;"No data";616;437;"No data";301;3
Wed;5/15/2019;GDS;865;869;"Sold out";629;642;439;1;Wed;5/15/2019;Booking.com;662;602;932;462;488;309;3
Thu;5/16/2019;Brand.com;685;503;699;484;"No data";296;1;Thu;5/16/2019;Brand.com;685;"No data";399;311;"No data";203;3
Thu;5/16/2019;Brand.com;685;503;699;484;"No data";296;1;Thu;5/16/2019;Booking.com;552;416;932;336;342;195;3
Thu;5/16/2019;Booking.com;685;629;799;509;603;296;1;Thu;5/16/2019;Brand.com;685;"No data";399;311;"No data";203;3
Thu;5/16/2019;Booking.com;685;629;799;509;603;296;1;Thu;5/16/2019;Booking.com;552;416;932;336;342;195;3
Thu;5/16/2019;Expedia;685;629;799;509;594;296;1;Thu;5/16/2019;Brand.com;685;"No data";399;311;"No data";203;3
Thu;5/16/2019;Expedia;685;629;799;509;594;296;1;Thu;5/16/2019;Booking.com;552;416;932;336;342;195;3
Thu;5/16/2019;GDS;685;629;699;509;594;296;1;Thu;5/16/2019;Brand.com;685;"No data";399;311;"No data";203;3
Thu;5/16/2019;GDS;685;629;699;509;594;296;1;Thu;5/16/2019;Booking.com;552;416;932;336;342;195;3
Fri;5/17/2019;Brand.com;465;247;249;224;"No data";143;1;Fri;5/17/2019;Brand.com;655;"No data";316;284;"No data";175;3
Fri;5/17/2019;Brand.com;465;247;249;224;"No data";143;1;Fri;5/17/2019;Booking.com;478;382;949;309;309;158;3
Fri;5/17/2019;Booking.com;465;309;999;249;289;143;1;Fri;5/17/2019;Brand.com;655;"No data";316;284;"No data";175;3
Fri;5/17/2019;Booking.com;465;309;999;249;289;143;1;Fri;5/17/2019;Booking.com;478;382;949;309;309;158;3
Fri;5/17/2019;Expedia;465;309;999;249;263;143;1;Fri;5/17/2019;Brand.com;655;"No data";316;284;"No data";175;3
Fri;5/17/2019;Expedia;465;309;999;249;263;143;1;Fri;5/17/2019;Booking.com;478;382;949;309;309;158;3
Fri;5/17/2019;GDS;465;309;249;249;220;143;1;Fri;5/17/2019;Brand.com;655;"No data";316;284;"No data";175;3
Fri;5/17/2019;GDS;465;309;249;249;220;143;1;Fri;5/17/2019;Booking.com;478;382;949;309;309;158;3
Sat;5/18/2019;Brand.com;465;247;249;224;"No data";206;1;Sat;5/18/2019;Brand.com;685;"No data";"Sold out";401;"No data";332;3
Sat;5/18/2019;Brand.com;465;247;249;224;"No data";206;1;Sat;5/18/2019;Booking.com;552;522;916;426;441;259;3
Sat;5/18/2019;Booking.com;505;309;999;249;269;179;1;Sat;5/18/2019;Brand.com;685;"No data";"Sold out";401;"No data";332;3
Sat;5/18/2019;Booking.com;505;309;999;249;269;179;1;Sat;5/18/2019;Booking.com;552;522;916;426;441;259;3
Sat;5/18/2019;Expedia;465;309;999;249;203;206;1;Sat;5/18/2019;Brand.com;685;"No data";"Sold out";401;"No data";332;3
Sat;5/18/2019;Expedia;465;309;999;249;203;206;1;Sat;5/18/2019;Booking.com;552;522;916;426;441;259;3
Sat;5/18/2019;GDS;465;309;249;249;203;206;1;Sat;5/18/2019;Brand.com;685;"No data";"Sold out";401;"No data";332;3
Sat;5/18/2019;GDS;465;309;249;249;203;206;1;Sat;5/18/2019;Booking.com;552;522;916;426;441;259;3
Sun;5/19/2019;Brand.com;465;423;449;404;"No data";206;1;Sun;5/19/2019;Brand.com;715;"No data";"Sold out";531;"No data";455;3
Sun;5/19/2019;Brand.com;465;423;449;404;"No data";206;1;Sun;5/19/2019;Booking.com;622;709;916;556;603;352;3
Sun;5/19/2019;Booking.com;465;529;849;429;429;179;1;Sun;5/19/2019;Brand.com;715;"No data";"Sold out";531;"No data";455;3
Sun;5/19/2019;Booking.com;465;529;849;429;429;179;1;Sun;5/19/2019;Booking.com;622;709;916;556;603;352;3
Sun;5/19/2019;Expedia;465;529;849;429;365;206;1;Sun;5/19/2019;Brand.com;715;"No data";"Sold out";531;"No data";455;3
Sun;5/19/2019;Expedia;465;529;849;429;365;206;1;Sun;5/19/2019;Booking.com;622;709;916;556;603;352;3
Sun;5/19/2019;GDS;465;529;449;429;365;206;1;Sun;5/19/2019;Brand.com;715;"No data";"Sold out";531;"No data";455;3
Sun;5/19/2019;GDS;465;529;449;429;365;206;1;Sun;5/19/2019;Booking.com;622;709;916;556;603;352;3
Mon;5/20/2019;Brand.com;685;583;"Sold out";574;"No data";531;1;Mon;5/20/2019;Brand.com;685;"No data";"Sold out";601;"No data";560;3
Mon;5/20/2019;Brand.com;685;583;"Sold out";574;"No data";531;1;Mon;5/20/2019;Booking.com;705;822;966;626;732;432;3
Mon;5/20/2019;Booking.com;685;729;899;599;LOS2;398;1;Mon;5/20/2019;Brand.com;685;"No data";"Sold out";601;"No data";560;3
Mon;5/20/2019;Booking.com;685;729;899;599;LOS2;398;1;Mon;5/20/2019;Booking.com;705;822;966;626;732;432;3
Mon;5/20/2019;Expedia;685;729;899;599;557;531;1;Mon;5/20/2019;Brand.com;685;"No data";"Sold out";601;"No data";560;3
Mon;5/20/2019;Expedia;685;729;899;599;557;531;1;Mon;5/20/2019;Booking.com;705;822;966;626;732;432;3
Mon;5/20/2019;GDS;685;729;"Sold out";599;557;531;1;Mon;5/20/2019;Brand.com;685;"No data";"Sold out";601;"No data";560;3
Mon;5/20/2019;GDS;685;729;"Sold out";599;557;531;1;Mon;5/20/2019;Booking.com;705;822;966;626;732;432;3
Tue;5/21/2019;Brand.com;715;695;LOS3;614;"No data";"Sold out";1;Tue;5/21/2019;Brand.com;685;"No data";"Sold out";574;"No data";496;3
Tue;5/21/2019;Brand.com;715;695;LOS3;614;"No data";"Sold out";1;Tue;5/21/2019;Booking.com;705;789;999;599;572;392;3
Tue;5/21/2019;Booking.com;715;869;LOS3;639;925;439;1;Tue;5/21/2019;Brand.com;685;"No data";"Sold out";574;"No data";496;3
Tue;5/21/2019;Booking.com;715;869;LOS3;639;925;439;1;Tue;5/21/2019;Booking.com;705;789;999;599;572;392;3
Tue;5/21/2019;Expedia;715;869;"Sold out";639;785;"Sold out";1;Tue;5/21/2019;Brand.com;685;"No data";"Sold out";574;"No data";496;3
Tue;5/21/2019;Expedia;715;869;"Sold out";639;785;"Sold out";1;Tue;5/21/2019;Booking.com;705;789;999;599;572;392;3
Tue;5/21/2019;GDS;715;869;"Sold out";639;616;"Sold out";1;Tue;5/21/2019;Brand.com;685;"No data";"Sold out";574;"No data";496;3
Tue;5/21/2019;GDS;715;869;"Sold out";639;616;"Sold out";1;Tue;5/21/2019;Booking.com;705;789;999;599;572;392;3
Wed;5/22/2019;Brand.com;715;695;LOS3;614;"No data";"Sold out";1;Wed;5/22/2019;Brand.com;685;"No data";532;444;"No data";370;3
Wed;5/22/2019;Brand.com;715;695;LOS3;614;"No data";"Sold out";1;Wed;5/22/2019;Booking.com;622;602;999;469;457;278;3
Wed;5/22/2019;Booking.com;715;869;LOS3;639;725;417;1;Wed;5/22/2019;Brand.com;685;"No data";532;444;"No data";370;3
Wed;5/22/2019;Booking.com;715;869;LOS3;639;725;417;1;Wed;5/22/2019;Booking.com;622;602;999;469;457;278;3
Wed;5/22/2019;Expedia;715;869;"Sold out";639;725;"Sold out";1;Wed;5/22/2019;Brand.com;685;"No data";532;444;"No data";370;3
Wed;5/22/2019;Expedia;715;869;"Sold out";639;725;"Sold out";1;Wed;5/22/2019;Booking.com;622;602;999;469;457;278;3
Wed;5/22/2019;GDS;715;869;"Sold out";639;616;"Sold out";1;Wed;5/22/2019;Brand.com;685;"No data";532;444;"No data";370;3
Wed;5/22/2019;GDS;715;869;"Sold out";639;616;"Sold out";1;Wed;5/22/2019;Booking.com;622;602;999;469;457;278;3
Thu;5/23/2019;Brand.com;685;503;599;494;"No data";296;1;Thu;5/23/2019;Brand.com;685;"No data";366;314;"No data";189;3
Thu;5/23/2019;Brand.com;685;503;599;494;"No data";296;1;Thu;5/23/2019;Booking.com;538;416;999;339;336;173;3
Thu;5/23/2019;Booking.com;685;629;999;519;484;269;1;Thu;5/23/2019;Brand.com;685;"No data";366;314;"No data";189;3
Thu;5/23/2019;Booking.com;685;629;999;519;484;269;1;Thu;5/23/2019;Booking.com;538;416;999;339;336;173;3
Thu;5/23/2019;Expedia;685;629;999;519;569;296;1;Thu;5/23/2019;Brand.com;685;"No data";366;314;"No data";189;3
Thu;5/23/2019;Expedia;685;629;999;519;569;296;1;Thu;5/23/2019;Booking.com;538;416;999;339;336;173;3
Thu;5/23/2019;GDS;685;629;599;519;484;296;1;Thu;5/23/2019;Brand.com;685;"No data";366;314;"No data";189;3
Thu;5/23/2019;GDS;685;629;599;519;484;296;1;Thu;5/23/2019;Booking.com;538;416;999;339;336;173;3
Fri;5/24/2019;Brand.com;465;247;249;224;"No data";143;1;Fri;5/24/2019;Brand.com;655;"No data";316;281;"No data";135;3
Fri;5/24/2019;Brand.com;465;247;249;224;"No data";143;1;Fri;5/24/2019;Booking.com;465;382;999;306;257;118;3
Fri;5/24/2019;Booking.com;465;309;999;249;271;125;1;Fri;5/24/2019;Brand.com;655;"No data";316;281;"No data";135;3
Fri;5/24/2019;Booking.com;465;309;999;249;271;125;1;Fri;5/24/2019;Booking.com;465;382;999;306;257;118;3
Fri;5/24/2019;Expedia;465;309;999;249;271;143;1;Fri;5/24/2019;Brand.com;655;"No data";316;281;"No data";135;3
Fri;5/24/2019;Expedia;465;309;999;249;271;143;1;Fri;5/24/2019;Booking.com;465;382;999;306;257;118;3
Fri;5/24/2019;GDS;465;309;249;249;271;143;1;Fri;5/24/2019;Brand.com;655;"No data";316;281;"No data";135;3
Fri;5/24/2019;GDS;465;309;249;249;271;143;1;Fri;5/24/2019;Booking.com;465;382;999;306;257;118;3
Sat;5/25/2019;Brand.com;465;247;249;224;"No data";143;1;Sat;5/25/2019;Brand.com;655;"No data";416;371;"No data";135;3
Sat;5/25/2019;Brand.com;465;247;249;224;"No data";143;1;Sat;5/25/2019;Booking.com;478;522;999;396;274;124;3
Sat;5/25/2019;Booking.com;465;309;999;249;254;125;1;Sat;5/25/2019;Brand.com;655;"No data";416;371;"No data";135;3
Sat;5/25/2019;Booking.com;465;309;999;249;254;125;1;Sat;5/25/2019;Booking.com;478;522;999;396;274;124;3
Sat;5/25/2019;Expedia;465;309;999;249;254;143;1;Sat;5/25/2019;Brand.com;655;"No data";416;371;"No data";135;3
Sat;5/25/2019;Expedia;465;309;999;249;254;143;1;Sat;5/25/2019;Booking.com;478;522;999;396;274;124;3
Sat;5/25/2019;GDS;465;309;249;249;254;143;1;Sat;5/25/2019;Brand.com;655;"No data";416;371;"No data";135;3
Sat;5/25/2019;GDS;465;309;249;249;254;143;1;Sat;5/25/2019;Booking.com;478;522;999;396;274;124;3
Sun;5/26/2019;Brand.com;465;423;449;394;"No data";143;1;Sun;5/26/2019;Brand.com;655;"No data";549;487;"No data";234;3
Sun;5/26/2019;Brand.com;465;423;449;394;"No data";143;1;Sun;5/26/2019;Booking.com;542;709;949;512;395;218;3
Sun;5/26/2019;Booking.com;465;529;999;419;246;125;1;Sun;5/26/2019;Brand.com;655;"No data";549;487;"No data";234;3
Sun;5/26/2019;Booking.com;465;529;999;419;246;125;1;Sun;5/26/2019;Booking.com;542;709;949;512;395;218;3
Sun;5/26/2019;Expedia;465;529;999;419;246;143;1;Sun;5/26/2019;Brand.com;655;"No data";549;487;"No data";234;3
Sun;5/26/2019;Expedia;465;529;999;419;246;143;1;Sun;5/26/2019;Booking.com;542;709;949;512;395;218;3
Sun;5/26/2019;GDS;465;529;449;419;246;143;1;Sun;5/26/2019;Brand.com;655;"No data";549;487;"No data";234;3
Sun;5/26/2019;GDS;465;529;449;419;246;143;1;Sun;5/26/2019;Booking.com;542;709;949;512;395;218;3
Mon;5/27/2019;Brand.com;505;583;549;494;"No data";143;1;Mon;5/27/2019;Brand.com;655;"No data";666;547;"No data";326;3
Mon;5/27/2019;Brand.com;505;583;549;494;"No data";143;1;Mon;5/27/2019;Booking.com;605;822;949;572;518;297;3
Mon;5/27/2019;Booking.com;505;729;999;519;322;143;1;Mon;5/27/2019;Brand.com;655;"No data";666;547;"No data";326;3
Mon;5/27/2019;Booking.com;505;729;999;519;322;143;1;Mon;5/27/2019;Booking.com;605;822;949;572;518;297;3
Mon;5/27/2019;Expedia;505;729;999;519;322;143;1;Mon;5/27/2019;Brand.com;655;"No data";666;547;"No data";326;3
Mon;5/27/2019;Expedia;505;729;999;519;322;143;1;Mon;5/27/2019;Booking.com;605;822;949;572;518;297;3
Mon;5/27/2019;GDS;505;729;549;519;322;143;1;Mon;5/27/2019;Brand.com;655;"No data";666;547;"No data";326;3
Mon;5/27/2019;GDS;505;729;549;519;322;143;1;Mon;5/27/2019;Booking.com;605;822;949;572;518;297;3
Tue;5/28/2019;Brand.com;655;695;LOS3;574;"No data";417;1;Tue;5/28/2019;Brand.com;655;"No data";699;544;"No data";377;3
Tue;5/28/2019;Brand.com;655;695;LOS3;574;"No data";417;1;Tue;5/28/2019;Booking.com;655;789;949;569;586;341;3
Tue;5/28/2019;Booking.com;655;869;LOS3;599;616;370;1;Tue;5/28/2019;Brand.com;655;"No data";699;544;"No data";377;3
Tue;5/28/2019;Booking.com;655;869;LOS3;599;616;370;1;Tue;5/28/2019;Booking.com;655;789;949;569;586;341;3
Tue;5/28/2019;Expedia;655;869;"Sold out";599;616;417;1;Tue;5/28/2019;Brand.com;655;"No data";699;544;"No data";377;3
Tue;5/28/2019;Expedia;655;869;"Sold out";599;616;417;1;Tue;5/28/2019;Booking.com;655;789;949;569;586;341;3
Tue;5/28/2019;GDS;655;869;"Sold out";599;616;417;1;Tue;5/28/2019;Brand.com;655;"No data";699;544;"No data";377;3
Tue;5/28/2019;GDS;655;869;"Sold out";599;616;417;1;Tue;5/28/2019;Booking.com;655;789;949;569;586;341;3
Wed;5/29/2019;Brand.com;655;695;LOS3;574;"No data";417;1;Wed;5/29/2019;Brand.com;655;"No data";616;431;"No data";285;3
Wed;5/29/2019;Brand.com;655;695;LOS3;574;"No data";417;1;Wed;5/29/2019;Booking.com;655;602;999;456;505;268;3
Wed;5/29/2019;Booking.com;655;869;LOS3;599;616;370;1;Wed;5/29/2019;Brand.com;655;"No data";616;431;"No data";285;3
Wed;5/29/2019;Booking.com;655;869;LOS3;599;616;370;1;Wed;5/29/2019;Booking.com;655;602;999;456;505;268;3
Wed;5/29/2019;Expedia;655;869;"Sold out";599;616;417;1;Wed;5/29/2019;Brand.com;655;"No data";616;431;"No data";285;3
Wed;5/29/2019;Expedia;655;869;"Sold out";599;616;417;1;Wed;5/29/2019;Booking.com;655;602;999;456;505;268;3
Wed;5/29/2019;GDS;655;869;"Sold out";599;616;417;1;Wed;5/29/2019;Brand.com;655;"No data";616;431;"No data";285;3
Wed;5/29/2019;GDS;655;869;"Sold out";599;616;417;1;Wed;5/29/2019;Booking.com;655;602;999;456;505;268;3
Thu;5/30/2019;Brand.com;655;503;649;484;"No data";296;1;Thu;5/30/2019;Brand.com;655;"No data";482;314;"No data";183;3
Thu;5/30/2019;Brand.com;655;503;649;484;"No data";296;1;Thu;5/30/2019;Booking.com;655;416;999;339;404;175;3
Thu;5/30/2019;Booking.com;655;629;999;509;526;269;1;Thu;5/30/2019;Brand.com;655;"No data";482;314;"No data";183;3
Thu;5/30/2019;Booking.com;655;629;999;509;526;269;1;Thu;5/30/2019;Booking.com;655;416;999;339;404;175;3
Thu;5/30/2019;Expedia;655;629;999;509;609;296;1;Thu;5/30/2019;Brand.com;655;"No data";482;314;"No data";183;3
Thu;5/30/2019;Expedia;655;629;999;509;609;296;1;Thu;5/30/2019;Booking.com;655;416;999;339;404;175;3
Thu;5/30/2019;GDS;655;629;649;509;518;296;1;Thu;5/30/2019;Brand.com;655;"No data";482;314;"No data";183;3
Thu;5/30/2019;GDS;655;629;649;509;518;296;1;Thu;5/30/2019;Booking.com;655;416;999;339;404;175;3
Fri;5/31/2019;Brand.com;655;247;399;234;"No data";143;1;Fri;5/31/2019;Brand.com;685;"No data";432;294;"No data";155;3
Fri;5/31/2019;Brand.com;655;247;399;234;"No data";143;1;Fri;5/31/2019;Booking.com;675;382;849;319;353;155;3
Fri;5/31/2019;Booking.com;655;309;999;259;373;143;1;Fri;5/31/2019;Brand.com;685;"No data";432;294;"No data";155;3
Fri;5/31/2019;Booking.com;655;309;999;259;373;143;1;Fri;5/31/2019;Booking.com;675;382;849;319;353;155;3
Fri;5/31/2019;Expedia;655;309;999;259;373;143;1;Fri;5/31/2019;Brand.com;685;"No data";432;294;"No data";155;3
Fri;5/31/2019;Expedia;655;309;999;259;373;143;1;Fri;5/31/2019;Booking.com;675;382;849;319;353;155;3
Fri;5/31/2019;GDS;655;309;399;259;373;143;1;Fri;5/31/2019;Brand.com;685;"No data";432;294;"No data";155;3
Fri;5/31/2019;GDS;655;309;399;259;373;143;1;Fri;5/31/2019;Booking.com;675;382;849;319;353;155;3
Sat;6/1/2019;Brand.com;655;247;399;224;"No data";143;1;Sat;6/1/2019;Brand.com;885;"No data";549;407;"No data";240;3
Sat;6/1/2019;Brand.com;655;247;399;224;"No data";143;1;Sat;6/1/2019;Booking.com;"Sold out";522;849;432;585;227;3
Sat;6/1/2019;Booking.com;655;309;999;249;314;143;1;Sat;6/1/2019;Brand.com;885;"No data";549;407;"No data";240;3
Sat;6/1/2019;Booking.com;655;309;999;249;314;143;1;Sat;6/1/2019;Booking.com;"Sold out";522;849;432;585;227;3
Sat;6/1/2019;Expedia;655;309;999;249;322;143;1;Sat;6/1/2019;Brand.com;885;"No data";549;407;"No data";240;3
Sat;6/1/2019;Expedia;655;309;999;249;322;143;1;Sat;6/1/2019;Booking.com;"Sold out";522;849;432;585;227;3
Sat;6/1/2019;GDS;655;309;399;249;322;143;1;Sat;6/1/2019;Brand.com;885;"No data";549;407;"No data";240;3
Sat;6/1/2019;GDS;655;309;399;249;322;143;1;Sat;6/1/2019;Booking.com;"Sold out";522;849;432;585;227;3
Sun;6/2/2019;Brand.com;715;423;499;424;"No data";206;1;Sun;6/2/2019;Brand.com;945;"No data";699;554;"No data";372;3
Sun;6/2/2019;Brand.com;715;423;499;424;"No data";206;1;Sun;6/2/2019;Booking.com;"Sold out";709;966;579;806;362;3
Sun;6/2/2019;Booking.com;715;529;549;449;373;206;1;Sun;6/2/2019;Brand.com;945;"No data";699;554;"No data";372;3
Sun;6/2/2019;Booking.com;715;529;549;449;373;206;1;Sun;6/2/2019;Booking.com;"Sold out";709;966;579;806;362;3
Sun;6/2/2019;Expedia;715;529;549;449;339;206;1;Sun;6/2/2019;Brand.com;945;"No data";699;554;"No data";372;3
Sun;6/2/2019;Expedia;715;529;549;449;339;206;1;Sun;6/2/2019;Booking.com;"Sold out";709;966;579;806;362;3
Sun;6/2/2019;GDS;715;529;499;449;339;206;1;Sun;6/2/2019;Brand.com;945;"No data";699;554;"No data";372;3
Sun;6/2/2019;GDS;715;529;499;449;339;206;1;Sun;6/2/2019;Booking.com;"Sold out";709;966;579;806;362;3
Mon;6/3/2019;Brand.com;1,095;583;749;574;"No data";370;1;Mon;6/3/2019;Brand.com;945;"No data";799;624;"No data";476;3
Mon;6/3/2019;Brand.com;1,095;583;749;574;"No data";370;1;Mon;6/3/2019;Booking.com;"Sold out";822;999;649;902;462;3
Mon;6/3/2019;Booking.com;"Sold out";729;999;599;855;313;1;Mon;6/3/2019;Brand.com;945;"No data";799;624;"No data";476;3
Mon;6/3/2019;Booking.com;"Sold out";729;999;599;855;313;1;Mon;6/3/2019;Booking.com;"Sold out";822;999;649;902;462;3
Mon;6/3/2019;Expedia;"Sold out";729;999;599;855;370;1;Mon;6/3/2019;Brand.com;945;"No data";799;624;"No data";476;3
Mon;6/3/2019;Expedia;"Sold out";729;999;599;855;370;1;Mon;6/3/2019;Booking.com;"Sold out";822;999;649;902;462;3
Mon;6/3/2019;GDS;1,095;729;749;599;582;370;1;Mon;6/3/2019;Brand.com;945;"No data";799;624;"No data";476;3
Mon;6/3/2019;GDS;1,095;729;749;599;582;370;1;Mon;6/3/2019;Booking.com;"Sold out";822;999;649;902;462;3
Tue;6/4/2019;Brand.com;1,035;869;LOS3;704;"No data";LOS3;1;Tue;6/4/2019;Brand.com;855;"No data";749;584;"No data";457;3
Tue;6/4/2019;Brand.com;1,035;869;LOS3;704;"No data";LOS3;1;Tue;6/4/2019;Booking.com;"Sold out";789;999;609;583;462;3
