Day;Date;Channel;"Rosewood Sand Hill";"Garden Court Hotel";"Nobu Hotel Epiphany Palo Alto";"Stanford Park Hotel";"Westin Palo Alto";"Pullman San Francisco Bay";los1;﻿Day;Date;Channel;"Rosewood Sand Hill";"Garden Court Hotel";"Nobu Hotel Epiphany Palo Alto";"Stanford Park Hotel";"Westin Palo Alto";"Pullman San Francisco Bay";los3
Thu;1/23/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Thu;1/23/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/23/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Thu;1/23/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/23/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Thu;1/23/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/23/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;1/23/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/23/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;1/23/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/23/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;1/23/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/23/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;1/23/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/24/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Fri;1/24/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/24/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Fri;1/24/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/24/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Fri;1/24/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/24/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Fri;1/24/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/24/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;1/24/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/24/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;1/24/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/24/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;1/24/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/24/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;1/24/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;1/25/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sat;1/25/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;1/25/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sat;1/25/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;1/25/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sat;1/25/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;1/25/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sat;1/25/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;1/25/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;1/25/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;1/25/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;1/25/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;1/25/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;1/25/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;1/25/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;1/25/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;1/26/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sun;1/26/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;1/26/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sun;1/26/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;1/26/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sun;1/26/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;1/26/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sun;1/26/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;1/26/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;1/26/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;1/26/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;1/26/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;1/26/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;1/26/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;1/26/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;1/26/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;1/27/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Mon;1/27/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;1/27/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Mon;1/27/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;1/27/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Mon;1/27/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;1/27/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Mon;1/27/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;1/27/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;1/27/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;1/27/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;1/27/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;1/27/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;1/27/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;1/27/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;1/27/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;1/28/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Tue;1/28/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;1/28/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Tue;1/28/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;1/28/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;1/28/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;1/28/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;1/28/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;1/28/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;1/28/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;1/28/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;1/28/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;1/28/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;1/28/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;1/28/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;1/28/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;1/29/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Wed;1/29/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;1/29/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Wed;1/29/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;1/29/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;1/29/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;1/29/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;1/29/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;1/29/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;1/29/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;1/29/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;1/29/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;1/29/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;1/29/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;1/29/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;1/29/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/30/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Thu;1/30/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/30/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Thu;1/30/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/30/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Thu;1/30/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/30/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Thu;1/30/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/30/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;1/30/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/30/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;1/30/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/30/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;1/30/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;1/30/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;1/30/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/31/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Fri;1/31/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/31/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Fri;1/31/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/31/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Fri;1/31/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/31/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Fri;1/31/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/31/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;1/31/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/31/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;1/31/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/31/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;1/31/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;1/31/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;1/31/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/1/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sat;2/1/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/1/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sat;2/1/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/1/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sat;2/1/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/1/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sat;2/1/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/1/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;2/1/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/1/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;2/1/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/1/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;2/1/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/1/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;2/1/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/2/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sun;2/2/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/2/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sun;2/2/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/2/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sun;2/2/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/2/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sun;2/2/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/2/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;2/2/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/2/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;2/2/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/2/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;2/2/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/2/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;2/2/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/3/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Mon;2/3/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/3/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Mon;2/3/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/3/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Mon;2/3/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/3/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Mon;2/3/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/3/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;2/3/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/3/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;2/3/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/3/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;2/3/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/3/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;2/3/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/4/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Tue;2/4/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/4/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Tue;2/4/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/4/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;2/4/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/4/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;2/4/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/4/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;2/4/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/4/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;2/4/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/4/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;2/4/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/4/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;2/4/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/5/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Wed;2/5/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/5/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Wed;2/5/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/5/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;2/5/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/5/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Wed;2/5/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/5/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;2/5/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/5/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;2/5/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/5/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;2/5/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/5/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Wed;2/5/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;2/6/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Thu;2/6/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;2/6/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Thu;2/6/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;2/6/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Thu;2/6/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;2/6/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Thu;2/6/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;2/6/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;2/6/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;2/6/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;2/6/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;2/6/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;2/6/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Thu;2/6/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Thu;2/6/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;2/7/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Fri;2/7/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;2/7/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Fri;2/7/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;2/7/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Fri;2/7/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;2/7/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Fri;2/7/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;2/7/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;2/7/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;2/7/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;2/7/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;2/7/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;2/7/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Fri;2/7/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Fri;2/7/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/8/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sat;2/8/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/8/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sat;2/8/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/8/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sat;2/8/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/8/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sat;2/8/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/8/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;2/8/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/8/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;2/8/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/8/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;2/8/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sat;2/8/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sat;2/8/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/9/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sun;2/9/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/9/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Sun;2/9/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/9/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sun;2/9/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/9/2020;Booking.com;"No data";"No data";"No data";"No data";642;"No data";1;Sun;2/9/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/9/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;2/9/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/9/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;2/9/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/9/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;2/9/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Sun;2/9/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Sun;2/9/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/10/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Mon;2/10/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/10/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Mon;2/10/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/10/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Mon;2/10/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/10/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Mon;2/10/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/10/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;2/10/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/10/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;2/10/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/10/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;2/10/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Mon;2/10/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Mon;2/10/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/11/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Tue;2/11/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/11/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Tue;2/11/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/11/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;2/11/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/11/2020;Booking.com;"No data";"No data";"No data";"No data";755;"No data";1;Tue;2/11/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/11/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;2/11/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/11/2020;Expedia;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;2/11/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/11/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;2/11/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Tue;2/11/2020;GDS;"No data";"No data";"No data";"No data";"No data";"No data";1;Tue;2/11/2020;Booking.com;"No data";"No data";"No data";"No data";"No data";"No data";3
Wed;2/12/2020;Brand.com;895;"No data";"Sold out";"Sold out";"No data";"Sold out";1;Wed;2/12/2020;Brand.com;"No data";"No data";"No data";"No data";"No data";"No data";3
