Day,Date,Channel,Rosewood Sand Hill,Garden Court Hotel,Nobu Hotel Epiphany Palo Alto,Stanford Park Hotel,Westin Palo Alto,Pullman San Francisco Bay
Thu,6/27/2019,Booking.com,655,629,Sold out,479,407,296
Thu,6/27/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,6/27/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,6/28/2019,Brand.com,625,247,309,244,No data,143
Fri,6/28/2019,Booking.com,625,309,Sold out,269,339,143
Fri,6/28/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,6/28/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,6/29/2019,Brand.com,655,247,309,224,No data,143
Sat,6/29/2019,Booking.com,655,309,Sold out,249,369,143
Sat,6/29/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,6/29/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,6/30/2019,Brand.com,655,423,449,394,No data,143
Sun,6/30/2019,Booking.com,655,529,Sold out,419,348,143
Sun,6/30/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,6/30/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,7/1/2019,Brand.com,655,583,549,374,No data,350
Mon,7/1/2019,Booking.com,655,729,Sold out,399,475,No data
Mon,7/1/2019,Expedia,655,729,999,399,475,No data
Mon,7/1/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,7/2/2019,Brand.com,655,695,Sold out,504,No data,350
Tue,7/2/2019,Booking.com,655,869,Sold out,529,594,No data
Tue,7/2/2019,Expedia,655,869,Sold out,529,594,No data
Tue,7/2/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,7/3/2019,Brand.com,655,695,Sold out,504,No data,350
Wed,7/3/2019,Booking.com,655,869,Sold out,529,620,No data
Wed,7/3/2019,Expedia,655,869,Sold out,529,620,No data
Wed,7/3/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,7/4/2019,Brand.com,655,503,549,324,No data,143
Thu,7/4/2019,Booking.com,655,629,Sold out,349,475,No data
Thu,7/4/2019,Expedia,655,629,999,349,475,No data
Thu,7/4/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,7/5/2019,Brand.com,655,247,249,204,No data,143
Fri,7/5/2019,Booking.com,655,309,Sold out,229,263,No data
Fri,7/5/2019,Expedia,655,309,999,229,263,No data
Fri,7/5/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,7/6/2019,Brand.com,655,247,249,184,No data,143
Sat,7/6/2019,Booking.com,655,309,Sold out,209,319,No data
Sat,7/6/2019,Expedia,655,309,999,209,314,No data
Sat,7/6/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,7/7/2019,Brand.com,655,423,449,404,No data,206
Sun,7/7/2019,Booking.com,655,529,Sold out,429,399,No data
Sun,7/7/2019,Expedia,655,529,999,429,399,No data
Sun,7/7/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,7/8/2019,Brand.com,685,583,749,574,No data,395
Mon,7/8/2019,Booking.com,685,729,Sold out,599,620,No data
Mon,7/8/2019,Expedia,685,729,999,599,620,No data
Mon,7/8/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,7/9/2019,Brand.com,715,695,Sold out,624,No data,440
Tue,7/9/2019,Booking.com,685,869,Sold out,649,725,No data
Tue,7/9/2019,Expedia,685,869,Sold out,649,725,No data
Tue,7/9/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,7/10/2019,Brand.com,685,695,Sold out,594,No data,440
Wed,7/10/2019,Booking.com,685,869,Sold out,619,755,No data
Wed,7/10/2019,Expedia,685,869,Sold out,619,755,No data
Wed,7/10/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,7/11/2019,Brand.com,685,503,649,484,No data,350
Thu,7/11/2019,Booking.com,655,629,Sold out,509,475,No data
Thu,7/11/2019,Expedia,655,629,999,509,475,No data
Thu,7/11/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,7/12/2019,Brand.com,655,247,249,244,No data,143
Fri,7/12/2019,Booking.com,655,309,Sold out,269,499,No data
Fri,7/12/2019,Expedia,655,309,999,269,299,No data
Fri,7/12/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,7/13/2019,Brand.com,655,247,249,214,No data,143
Sat,7/13/2019,Booking.com,655,309,Sold out,239,441,No data
Sat,7/13/2019,Expedia,655,309,999,239,319,No data
Sat,7/13/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,7/14/2019,Brand.com,655,423,449,404,No data,206
Sun,7/14/2019,Booking.com,655,529,Sold out,429,339,No data
Sun,7/14/2019,Expedia,655,529,999,429,339,No data
Sun,7/14/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,7/15/2019,Brand.com,685,583,949,524,No data,395
Mon,7/15/2019,Booking.com,685,729,Sold out,549,Sold out,No data
Mon,7/15/2019,Expedia,685,729,Sold out,549,Sold out,No data
Mon,7/15/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,7/16/2019,Brand.com,895,695,Sold out,634,No data,413
Tue,7/16/2019,Booking.com,895,869,Sold out,659,725,No data
Tue,7/16/2019,Expedia,895,869,Sold out,659,725,No data
Tue,7/16/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,7/17/2019,Brand.com,895,695,Sold out,614,No data,413
Wed,7/17/2019,Booking.com,895,869,Sold out,639,616,No data
Wed,7/17/2019,Expedia,895,869,Sold out,639,725,No data
Wed,7/17/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,7/18/2019,Brand.com,685,503,599,474,No data,296
Thu,7/18/2019,Booking.com,685,629,Sold out,499,501,No data
Thu,7/18/2019,Expedia,685,629,999,499,501,No data
Thu,7/18/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,7/19/2019,Brand.com,685,247,279,274,No data,143
Fri,7/19/2019,Booking.com,685,309,Sold out,299,441,No data
Fri,7/19/2019,Expedia,685,309,999,299,441,No data
Fri,7/19/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,7/20/2019,Brand.com,745,247,249,244,No data,143
Sat,7/20/2019,Booking.com,745,309,Sold out,269,424,No data
Sat,7/20/2019,Expedia,745,309,999,269,424,No data
Sat,7/20/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,7/21/2019,Brand.com,655,423,499,424,No data,206
Sun,7/21/2019,Booking.com,655,529,Sold out,449,599,No data
Sun,7/21/2019,Expedia,655,529,999,449,599,No data
Sun,7/21/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,7/22/2019,Brand.com,685,583,749,574,No data,395
Mon,7/22/2019,Booking.com,685,729,Sold out,599,819,No data
Mon,7/22/2019,Expedia,685,729,999,599,696,No data
Mon,7/22/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,7/23/2019,Brand.com,685,695,Sold out,634,No data,413
Tue,7/23/2019,Booking.com,685,869,Sold out,659,925,No data
Tue,7/23/2019,Expedia,685,869,Sold out,659,755,No data
Tue,7/23/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,7/24/2019,Brand.com,745,695,Sold out,634,No data,413
Wed,7/24/2019,Booking.com,745,869,Sold out,659,925,No data
Wed,7/24/2019,Expedia,745,869,Sold out,659,925,No data
Wed,7/24/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,7/25/2019,Brand.com,685,503,649,484,No data,296
Thu,7/25/2019,Booking.com,685,629,Sold out,509,749,No data
Thu,7/25/2019,Expedia,685,629,999,509,749,No data
Thu,7/25/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,7/26/2019,Brand.com,655,247,249,234,No data,143
Fri,7/26/2019,Booking.com,655,309,Sold out,259,499,No data
Fri,7/26/2019,Expedia,655,309,999,259,499,No data
Fri,7/26/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,7/27/2019,Brand.com,655,247,309,214,No data,143
Sat,7/27/2019,Booking.com,655,309,Sold out,239,424,No data
Sat,7/27/2019,Expedia,655,309,999,239,424,No data
Sat,7/27/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,7/28/2019,Brand.com,655,423,399,374,No data,206
Sun,7/28/2019,Booking.com,655,529,Sold out,399,339,No data
Sun,7/28/2019,Expedia,655,529,999,399,339,No data
Sun,7/28/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,7/29/2019,Brand.com,655,583,699,484,No data,395
Mon,7/29/2019,Booking.com,655,729,Sold out,509,669,No data
Mon,7/29/2019,Expedia,655,729,999,509,611,No data
Mon,7/29/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,7/30/2019,Brand.com,685,695,Sold out,604,No data,413
Tue,7/30/2019,Booking.com,685,869,Sold out,629,925,No data
Tue,7/30/2019,Expedia,685,869,Sold out,629,805,No data
Tue,7/30/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,7/31/2019,Brand.com,835,695,Sold out,594,No data,413
Wed,7/31/2019,Booking.com,835,869,Sold out,619,785,No data
Wed,7/31/2019,Expedia,885,869,Sold out,619,805,No data
Wed,7/31/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,8/1/2019,Brand.com,685,No data,599,464,No data,296
Thu,8/1/2019,Booking.com,No data,No data,No data,No data,450,No data
Thu,8/1/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,8/1/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,8/2/2019,Brand.com,565,No data,279,244,No data,143
Fri,8/2/2019,Booking.com,No data,No data,No data,No data,433,No data
Fri,8/2/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,8/2/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,8/3/2019,Brand.com,595,No data,279,234,No data,143
Sat,8/3/2019,Booking.com,No data,No data,No data,No data,309,No data
Sat,8/3/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,8/3/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,8/4/2019,Brand.com,655,No data,449,374,No data,206
Sun,8/4/2019,Booking.com,No data,No data,No data,No data,331,No data
Sun,8/4/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,8/4/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,8/5/2019,Brand.com,685,No data,749,594,No data,377
Mon,8/5/2019,Booking.com,No data,No data,No data,No data,577,No data
Mon,8/5/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,8/5/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,8/6/2019,Brand.com,745,No data,Sold out,644,No data,395
Tue,8/6/2019,Booking.com,No data,No data,No data,No data,755,No data
Tue,8/6/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,8/6/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,8/7/2019,Brand.com,685,No data,Sold out,654,No data,395
Wed,8/7/2019,Booking.com,No data,No data,No data,No data,785,No data
Wed,8/7/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,8/7/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,8/8/2019,Brand.com,685,No data,549,454,No data,296
Thu,8/8/2019,Booking.com,No data,No data,No data,No data,639,No data
Thu,8/8/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,8/8/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,8/9/2019,Brand.com,565,No data,279,234,No data,143
Fri,8/9/2019,Booking.com,No data,No data,No data,No data,458,No data
Fri,8/9/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,8/9/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,8/10/2019,Brand.com,595,No data,279,224,No data,143
Sat,8/10/2019,Booking.com,No data,No data,No data,No data,369,No data
Sat,8/10/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,8/10/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,8/11/2019,Brand.com,655,No data,449,364,No data,206
Sun,8/11/2019,Booking.com,No data,No data,No data,No data,314,No data
Sun,8/11/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,8/11/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,8/12/2019,Brand.com,685,No data,699,584,No data,377
Mon,8/12/2019,Booking.com,No data,No data,No data,No data,685,No data
Mon,8/12/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,8/12/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,8/13/2019,Brand.com,685,No data,Sold out,624,No data,395
Tue,8/13/2019,Booking.com,No data,No data,No data,No data,785,No data
Tue,8/13/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,8/13/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,8/14/2019,Brand.com,715,No data,Sold out,634,No data,395
Wed,8/14/2019,Booking.com,No data,No data,No data,No data,755,No data
Wed,8/14/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,8/14/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,8/15/2019,Brand.com,685,No data,549,444,No data,296
Thu,8/15/2019,Booking.com,No data,No data,No data,No data,579,No data
Thu,8/15/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,8/15/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,8/16/2019,Brand.com,565,No data,279,244,No data,143
Fri,8/16/2019,Booking.com,No data,No data,No data,No data,389,No data
Fri,8/16/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,8/16/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,8/17/2019,Brand.com,595,No data,279,224,No data,143
Sat,8/17/2019,Booking.com,No data,No data,No data,No data,349,No data
Sat,8/17/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,8/17/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,8/18/2019,Brand.com,655,No data,449,354,No data,206
Sun,8/18/2019,Booking.com,No data,No data,No data,No data,305,No data
Sun,8/18/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,8/18/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,8/19/2019,Brand.com,685,No data,699,564,No data,377
Mon,8/19/2019,Booking.com,No data,No data,No data,No data,557,No data
Mon,8/19/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,8/19/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,8/20/2019,Brand.com,685,No data,Sold out,594,No data,395
Tue,8/20/2019,Booking.com,No data,No data,No data,No data,616,No data
Tue,8/20/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,8/20/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,8/21/2019,Brand.com,685,No data,Sold out,604,No data,395
Wed,8/21/2019,Booking.com,No data,No data,No data,No data,642,No data
Wed,8/21/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,8/21/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,8/22/2019,Brand.com,685,No data,549,444,No data,313
Thu,8/22/2019,Booking.com,No data,No data,No data,No data,Sold out,No data
Thu,8/22/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,8/22/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,8/23/2019,Brand.com,565,No data,279,244,No data,199
Fri,8/23/2019,Booking.com,No data,No data,No data,No data,Sold out,No data
Fri,8/23/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,8/23/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,8/24/2019,Brand.com,595,No data,279,224,No data,199
Sat,8/24/2019,Booking.com,No data,No data,No data,No data,Sold out,No data
Sat,8/24/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,8/24/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,8/25/2019,Brand.com,655,No data,449,344,No data,265
Sun,8/25/2019,Booking.com,No data,No data,No data,No data,305,No data
Sun,8/25/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,8/25/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,8/26/2019,Brand.com,655,No data,749,554,No data,Sold out
Mon,8/26/2019,Booking.com,No data,No data,No data,No data,655,No data
Mon,8/26/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,8/26/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,8/27/2019,Brand.com,685,No data,Sold out,584,No data,Sold out
Tue,8/27/2019,Booking.com,No data,No data,No data,No data,785,No data
Tue,8/27/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,8/27/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,8/28/2019,Brand.com,715,No data,Sold out,594,No data,Sold out
Wed,8/28/2019,Booking.com,No data,No data,No data,No data,725,No data
Wed,8/28/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,8/28/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,8/29/2019,Brand.com,655,No data,499,434,No data,350
Thu,8/29/2019,Booking.com,No data,No data,No data,No data,399,No data
Thu,8/29/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,8/29/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,8/30/2019,Brand.com,565,No data,329,234,No data,161
Fri,8/30/2019,Booking.com,No data,No data,No data,No data,237,No data
Fri,8/30/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,8/30/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,8/31/2019,Brand.com,595,No data,279,214,No data,179
Sat,8/31/2019,Booking.com,No data,No data,No data,No data,237,No data
Sat,8/31/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,8/31/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,9/1/2019,Brand.com,655,No data,399,484,No data,143
Sun,9/1/2019,Booking.com,No data,No data,No data,No data,356,No data
Sun,9/1/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,9/1/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,9/2/2019,Brand.com,655,No data,599,584,No data,143
Mon,9/2/2019,Booking.com,No data,No data,No data,No data,484,No data
Mon,9/2/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,9/2/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,9/3/2019,Brand.com,655,No data,Sold out,764,No data,395
Tue,9/3/2019,Booking.com,No data,No data,No data,No data,616,No data
Tue,9/3/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,9/3/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,9/4/2019,Brand.com,655,No data,Sold out,764,No data,395
Wed,9/4/2019,Booking.com,No data,No data,No data,No data,616,No data
Wed,9/4/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,9/4/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,9/5/2019,Brand.com,655,No data,649,594,No data,395
Thu,9/5/2019,Booking.com,No data,No data,No data,No data,441,No data
Thu,9/5/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,9/5/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,9/6/2019,Brand.com,625,No data,329,244,No data,269
Fri,9/6/2019,Booking.com,No data,No data,No data,No data,299,No data
Fri,9/6/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,9/6/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,9/7/2019,Brand.com,655,No data,329,234,No data,269
Sat,9/7/2019,Booking.com,No data,No data,No data,No data,319,No data
Sat,9/7/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,9/7/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,9/8/2019,Brand.com,655,No data,399,484,No data,206
Sun,9/8/2019,Booking.com,No data,No data,No data,No data,356,No data
Sun,9/8/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,9/8/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,9/9/2019,Brand.com,685,No data,799,584,No data,350
Mon,9/9/2019,Booking.com,No data,No data,No data,No data,889,No data
Mon,9/9/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,9/9/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,9/10/2019,Brand.com,685,No data,Sold out,764,No data,395
Tue,9/10/2019,Booking.com,No data,No data,No data,No data,925,No data
Tue,9/10/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,9/10/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,9/11/2019,Brand.com,745,No data,Sold out,764,No data,395
Wed,9/11/2019,Booking.com,No data,No data,No data,No data,925,No data
Wed,9/11/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,9/11/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,9/12/2019,Brand.com,685,No data,699,594,No data,296
Thu,9/12/2019,Booking.com,No data,No data,No data,No data,729,No data
Thu,9/12/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,9/12/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,9/13/2019,Brand.com,625,No data,329,254,No data,143
Fri,9/13/2019,Booking.com,No data,No data,No data,No data,433,No data
Fri,9/13/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,9/13/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,9/14/2019,Brand.com,655,No data,329,244,No data,143
Sat,9/14/2019,Booking.com,No data,No data,No data,No data,441,No data
Sat,9/14/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,9/14/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,9/15/2019,Brand.com,655,No data,399,584,No data,251
Sun,9/15/2019,Booking.com,No data,No data,No data,No data,373,No data
Sun,9/15/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,9/15/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,9/16/2019,Brand.com,715,No data,Sold out,684,No data,Sold out
Mon,9/16/2019,Booking.com,No data,No data,No data,No data,586,No data
Mon,9/16/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,9/16/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,9/17/2019,Brand.com,895,No data,Sold out,804,No data,Sold out
Tue,9/17/2019,Booking.com,No data,No data,No data,No data,925,No data
Tue,9/17/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,9/17/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,9/18/2019,Brand.com,835,No data,Sold out,804,No data,Sold out
Wed,9/18/2019,Booking.com,No data,No data,No data,No data,616,No data
Wed,9/18/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,9/18/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,9/19/2019,Brand.com,775,No data,Sold out,624,No data,350
Thu,9/19/2019,Booking.com,No data,No data,No data,No data,671,No data
Thu,9/19/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,9/19/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,9/20/2019,Brand.com,625,No data,329,254,No data,143
Fri,9/20/2019,Booking.com,No data,No data,No data,No data,441,No data
Fri,9/20/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,9/20/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,9/21/2019,Brand.com,655,No data,329,254,No data,143
Sat,9/21/2019,Booking.com,No data,No data,No data,No data,441,No data
Sat,9/21/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,9/21/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,9/22/2019,Brand.com,655,No data,399,484,No data,206
Sun,9/22/2019,Booking.com,No data,No data,No data,No data,389,No data
Sun,9/22/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,9/22/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,9/23/2019,Brand.com,655,No data,799,654,No data,395
Mon,9/23/2019,Booking.com,No data,No data,No data,No data,855,No data
Mon,9/23/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,9/23/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,9/24/2019,Brand.com,685,No data,Sold out,804,No data,440
Tue,9/24/2019,Booking.com,No data,No data,No data,No data,925,No data
Tue,9/24/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,9/24/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,9/25/2019,Brand.com,715,No data,Sold out,764,No data,440
Wed,9/25/2019,Booking.com,No data,No data,No data,No data,725,No data
Wed,9/25/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,9/25/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,9/26/2019,Brand.com,685,No data,699,584,No data,350
Thu,9/26/2019,Booking.com,No data,No data,No data,No data,685,No data
Thu,9/26/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,9/26/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,9/27/2019,Brand.com,625,No data,329,264,No data,143
Fri,9/27/2019,Booking.com,No data,No data,No data,No data,237,No data
Fri,9/27/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,9/27/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,9/28/2019,Brand.com,655,No data,329,274,No data,143
Sat,9/28/2019,Booking.com,No data,No data,No data,No data,229,No data
Sat,9/28/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,9/28/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,9/29/2019,Brand.com,655,No data,399,484,No data,206
Sun,9/29/2019,Booking.com,No data,No data,No data,No data,339,No data
Sun,9/29/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,9/29/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,9/30/2019,Brand.com,655,No data,649,604,No data,350
Mon,9/30/2019,Booking.com,No data,No data,No data,No data,685,No data
Mon,9/30/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,9/30/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,10/1/2019,Brand.com,685,No data,Sold out,804,No data,395
Tue,10/1/2019,Booking.com,No data,No data,No data,No data,755,No data
Tue,10/1/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,10/1/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,10/2/2019,Brand.com,715,No data,Sold out,744,No data,395
Wed,10/2/2019,Booking.com,No data,No data,No data,No data,755,No data
Wed,10/2/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,10/2/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,10/3/2019,Brand.com,745,No data,699,564,No data,296
Thu,10/3/2019,Booking.com,No data,No data,No data,No data,685,No data
Thu,10/3/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,10/3/2019,GDS,No data,No data,No data,No data,No data,No data
Fri,10/4/2019,Brand.com,625,No data,399,314,No data,143
Fri,10/4/2019,Booking.com,No data,No data,No data,No data,449,No data
Fri,10/4/2019,Expedia,No data,No data,No data,No data,No data,No data
Fri,10/4/2019,GDS,No data,No data,No data,No data,No data,No data
Sat,10/5/2019,Brand.com,655,No data,399,324,No data,143
Sat,10/5/2019,Booking.com,No data,No data,No data,No data,449,No data
Sat,10/5/2019,Expedia,No data,No data,No data,No data,No data,No data
Sat,10/5/2019,GDS,No data,No data,No data,No data,No data,No data
Sun,10/6/2019,Brand.com,655,No data,449,504,No data,206
Sun,10/6/2019,Booking.com,No data,No data,No data,No data,409,No data
Sun,10/6/2019,Expedia,No data,No data,No data,No data,No data,No data
Sun,10/6/2019,GDS,No data,No data,No data,No data,No data,No data
Mon,10/7/2019,Brand.com,685,No data,749,724,No data,350
Mon,10/7/2019,Booking.com,No data,No data,No data,No data,655,No data
Mon,10/7/2019,Expedia,No data,No data,No data,No data,No data,No data
Mon,10/7/2019,GDS,No data,No data,No data,No data,No data,No data
Tue,10/8/2019,Brand.com,685,No data,Sold out,844,No data,395
Tue,10/8/2019,Booking.com,No data,No data,No data,No data,925,No data
Tue,10/8/2019,Expedia,No data,No data,No data,No data,No data,No data
Tue,10/8/2019,GDS,No data,No data,No data,No data,No data,No data
Wed,10/9/2019,Brand.com,745,No data,Sold out,794,No data,395
Wed,10/9/2019,Booking.com,No data,No data,No data,No data,755,No data
Wed,10/9/2019,Expedia,No data,No data,No data,No data,No data,No data
Wed,10/9/2019,GDS,No data,No data,No data,No data,No data,No data
Thu,10/10/2019,Brand.com,835,No data,699,594,No data,350
Thu,10/10/2019,Booking.com,No data,No data,No data,No data,637,No data
Thu,10/10/2019,Expedia,No data,No data,No data,No data,No data,No data
Thu,10/10/2019,GDS,No data,No data,No data,No data,No data,No data
